Class,X1,Y1,X2,Y2,Confidence
Salurnis-marginella-Guerr,243.78714,377.82397,429.21225,720.0,0.35660243
Salurnis-marginella-Guerr,243.78714,377.82397,429.21225,720.0,0.35660243
Aleurocanthus-spiniferus,274.514404296875,8.11566162109375,1257.668212890625,664.9675903320312,0.5971913933753967
Aleurocanthus-spiniferus,291.43365478515625,11.096527099609377,1259.865478515625,644.9381103515625,0.5966605544090271
Aleurocanthus-spiniferus,294.246337890625,14.525787353515623,1251.781005859375,642.635009765625,0.5899407863616943
Aleurocanthus-spiniferus,274.81201171875,10.87353515625,1244.395263671875,664.4884643554688,0.482120156288147
Aleurocanthus-spiniferus,286.9201965332031,12.58612060546875,1261.958740234375,648.6327514648438,0.558363139629364
Aleurocanthus-spiniferus,284.0826416015625,4.974578857421875,1246.88720703125,681.34423828125,0.5502215027809143
Aleurocanthus-spiniferus,267.6693115234375,8.4200439453125,1249.0487060546875,689.1629028320312,0.559074342250824
Aleurocanthus-spiniferus,285.3619079589844,8.375274658203125,1256.665283203125,665.062744140625,0.4697456657886505
Aleurocanthus-spiniferus,283.9825134277344,9.77752685546875,1254.0904541015625,675.0233154296875,0.515388548374176
Aleurocanthus-spiniferus,267.5502014160156,9.680908203125,1245.718505859375,689.3638305664062,0.4036573767662048
Aleurocanthus-spiniferus,258.6371765136719,10.21514892578125,1248.32275390625,680.3560791015625,0.4718307554721832
Aleurocanthus-spiniferus,264.4671936035156,11.034271240234377,1242.2293701171875,686.9168701171875,0.4232215285301208
Aleurocanthus-spiniferus,265.77392578125,10.306915283203123,1246.3455810546875,693.9849853515625,0.4694686233997345
Aleurocanthus-spiniferus,264.700439453125,6.671173095703125,1243.2293701171875,694.0474853515625,0.3858111798763275
Aleurocanthus-spiniferus,252.99493408203125,7.81036376953125,1249.67724609375,691.6887817382812,0.4030386507511139
Aleurocanthus-spiniferus,255.85031127929688,9.232208251953123,1251.849853515625,689.5504150390625,0.3997083604335785
Aleurocanthus-spiniferus,287.87945556640625,10.3037109375,1259.46435546875,675.7531127929688,0.4922268688678741
Aleurocanthus-spiniferus,262.67340087890625,7.94818115234375,1251.592041015625,691.3228149414062,0.406237781047821
Aleurocanthus-spiniferus,299.0804748535156,9.674346923828123,1264.4251708984375,675.9554443359375,0.3374630212783813
Aleurocanthus-spiniferus,262.76373291015625,8.76959228515625,1252.31591796875,692.4491577148438,0.3933964371681213
Aleurocanthus-spiniferus,288.1064758300781,9.72589111328125,1261.670166015625,677.3060913085938,0.5053344368934631
Aleurocanthus-spiniferus,269.6017150878906,8.594696044921875,1247.7935791015625,688.584228515625,0.4303307831287384
Aleurocanthus-spiniferus,267.5818786621094,9.5936279296875,1249.7347412109375,686.7671508789062,0.4875945746898651
Aleurocanthus-spiniferus,286.5059814453125,11.044219970703123,1261.13427734375,665.937744140625,0.5143495798110962
Aleurocanthus-spiniferus,290.4895935058594,11.88592529296875,1264.1922607421875,673.1735229492188,0.4588278532028198
Aleurocanthus-spiniferus,291.3154602050781,12.445465087890623,1262.956787109375,675.759765625,0.3877131938934326
Aleurocanthus-spiniferus,284.4449462890625,11.10748291015625,1263.8453369140625,671.7345581054688,0.4226331710815429
Aleurocanthus-spiniferus,265.91949462890625,12.465850830078123,1241.607177734375,683.0001220703125,0.4729516506195068
Aleurocanthus-spiniferus,258.1081237792969,10.05218505859375,1252.437255859375,694.83935546875,0.3295809924602508
Aleurocanthus-spiniferus,262.80322265625,9.881561279296877,1246.4671630859375,684.14306640625,0.3400755226612091
Aleurocanthus-spiniferus,265.111083984375,8.58734130859375,1246.7027587890625,698.611328125,0.4063748717308044
Aleurocanthus-spiniferus,273.576904296875,9.425140380859377,1263.83642578125,682.9061279296875,0.5313225984573364
Aleurocanthus-spiniferus,280.15985107421875,9.22216796875,1261.343017578125,676.8734741210938,0.4631894528865814
Aleurocanthus-spiniferus,265.3125,8.492919921875,1250.732177734375,689.4203491210938,0.4935449659824371
Aleurocanthus-spiniferus,268.6146850585937,5.6043701171875,1253.037841796875,694.5848388671875,0.4733027517795563
Aleurocanthus-spiniferus,280.19647216796875,6.466094970703125,1261.765380859375,675.722412109375,0.5813270211219788
Aleurocanthus-spiniferus,278.4123840332031,10.71728515625,1257.556640625,661.649658203125,0.5341384410858154
Aleurocanthus-spiniferus,280.4541320800781,7.421478271484375,1259.708251953125,680.0673828125,0.6297575831413269
Aleurocanthus-spiniferus,285.654052734375,8.83184814453125,1265.040771484375,670.3958129882812,0.4989434778690338
Aleurocanthus-spiniferus,366.4878234863281,18.578155517578125,1143.7843017578125,485.2245178222656,0.3692732453346252
Aleurocanthus-spiniferus,364.5945739746094,16.853118896484375,1149.4537353515625,519.6961669921875,0.3333546817302704
Aleurocanthus-spiniferus,358.3710021972656,19.72398376464844,1154.6683349609375,515.2535400390625,0.4456833302974701
Aleurocanthus-spiniferus,349.19610595703125,17.580001831054688,1167.40478515625,527.9710693359375,0.4389545619487762
Aleurocanthus-spiniferus,348.6452941894531,16.425567626953125,1168.469482421875,542.2708740234375,0.4221175909042358
Aleurocanthus-spiniferus,343.740478515625,16.328826904296875,1171.2259521484375,530.9539794921875,0.5226261019706726
Aleurocanthus-spiniferus,339.0306396484375,13.984649658203123,1174.5079345703125,539.2872314453125,0.4621563553810119
Aleurocanthus-spiniferus,330.9257202148437,8.671783447265625,1172.863037109375,548.4752197265625,0.4841870367527008
Aleurocanthus-spiniferus,316.3482971191406,5.958221435546875,1192.381591796875,562.11474609375,0.4476200938224792
Aleurocanthus-spiniferus,310.8656311035156,2.49859619140625,1205.42822265625,626.9017333984375,0.449826031923294
Aleurocanthus-spiniferus,310.6915588378906,8.2945556640625,1251.0435791015625,607.86572265625,0.4530918300151825
Aleurocanthus-spiniferus,309.9040222167969,10.3507080078125,1248.232666015625,614.0133666992188,0.5037485361099243
Aleurocanthus-spiniferus,307.167236328125,6.749298095703125,1251.4423828125,611.1492919921875,0.4601894319057464
Aleurocanthus-spiniferus,307.8670654296875,5.966064453125,1207.5452880859375,572.7427978515625,0.4704980850219726
Aleurocanthus-spiniferus,303.2218933105469,3.1480712890625,1251.416748046875,626.1104125976562,0.4660561382770538
Aleurocanthus-spiniferus,309.3340148925781,8.3433837890625,1259.786376953125,615.586669921875,0.4704059362411499
Aleurocanthus-spiniferus,301.9547119140625,6.09454345703125,1257.00927734375,617.7296752929688,0.4642461538314819
Aleurocanthus-spiniferus,303.157470703125,2.824066162109375,1259.0623779296875,632.8179931640625,0.4668743014335632
Aleurocanthus-spiniferus,296.6385192871094,7.09100341796875,1266.34375,614.1965942382812,0.3428767919540405
Aleurocanthus-spiniferus,318.8310546875,9.07244873046875,1190.5283203125,560.763427734375,0.40829798579216
Aleurocanthus-spiniferus,311.6346435546875,7.179229736328125,1258.5382080078125,612.1529541015625,0.3187649250030517
Aleurocanthus-spiniferus,317.2050170898437,8.05859375,1252.706298828125,612.9940795898438,0.3856623470783233
Aleurocanthus-spiniferus,323.4800109863281,8.06866455078125,1242.5155029296875,552.8477172851562,0.4183891713619232
Aleurocanthus-spiniferus,325.4510803222656,12.423004150390623,1194.9993896484375,557.8699951171875,0.3748623430728912
Aleurocanthus-spiniferus,307.5050048828125,2.410552978515625,1255.2911376953125,628.557861328125,0.3894310295581817
Aleurocanthus-spiniferus,311.70703125,6.416839599609375,1255.7374267578125,616.0567626953125,0.3680365681648254
Aleurocanthus-spiniferus,311.48199462890625,10.000640869140623,1254.710693359375,617.2841796875,0.3719059526920318
Aleurocanthus-spiniferus,304.1664123535156,11.081451416015623,1256.514404296875,614.705322265625,0.4596711099147796
Aleurocanthus-spiniferus,320.1346740722656,8.989227294921875,1255.427978515625,605.4598388671875,0.3909981250762939
Aleurocanthus-spiniferus,319.8448181152344,8.282135009765625,1256.3546142578125,625.4268798828125,0.3616267442703247
Aleurocanthus-spiniferus,318.6438903808594,9.449615478515623,1258.497802734375,631.1865234375,0.3134385049343109
Aleurocanthus-spiniferus,326.6957397460937,10.69061279296875,1253.96337890625,633.870361328125,0.4009850025177002
Aleurocanthus-spiniferus,329.7608337402344,10.472381591796877,1251.304931640625,625.2764892578125,0.3422305583953857
Aleurocanthus-spiniferus,326.7853088378906,10.482879638671877,1250.9017333984375,635.380859375,0.4940995573997497
Aleurocanthus-spiniferus,329.7648620605469,6.64788818359375,1253.6136474609375,641.6002197265625,0.5394424796104431
Aleurocanthus-spiniferus,326.8094177246094,9.888916015625,1253.03173828125,638.9366455078125,0.3965074419975281
Aleurocanthus-spiniferus,321.37371826171875,11.784332275390623,1253.58251953125,645.321533203125,0.3759920597076416
Aleurocanthus-spiniferus,323.3563232421875,9.1063232421875,1249.680908203125,642.9119873046875,0.4010097086429596
Aleurocanthus-spiniferus,324.9607849121094,5.800689697265625,1242.0028076171875,648.6480712890625,0.3371673226356506
Aleurocanthus-spiniferus,315.88482666015625,8.504486083984375,1252.103759765625,649.9222412109375,0.4226769506931305
Aleurocanthus-spiniferus,318.9959716796875,9.909515380859377,1249.5010986328125,650.7012939453125,0.3879784941673279
Aleurocanthus-spiniferus,278.91119384765625,1.1182861328125,1244.71484375,655.1264038085938,0.3873510658740997
Aleurocanthus-spiniferus,309.10821533203125,8.5958251953125,1251.677734375,654.0388793945312,0.4542491734027862
Aleurocanthus-spiniferus,311.3791809082031,6.65618896484375,1249.644287109375,651.338623046875,0.384628564119339
Aleurocanthus-spiniferus,313.82476806640625,8.2020263671875,1249.787841796875,646.179443359375,0.4279900193214416
Aleurocanthus-spiniferus,319.30889892578125,7.191375732421875,1249.8291015625,653.9002685546875,0.4227908253669739
Aleurocanthus-spiniferus,323.1749572753906,7.85540771484375,1246.391357421875,649.1301879882812,0.3122509121894836
Aleurocanthus-spiniferus,313.17608642578125,7.0904541015625,1251.828125,649.80322265625,0.4368291199207306
Aleurocanthus-spiniferus,306.8700256347656,4.667877197265625,1250.1168212890625,655.1295166015625,0.3598379492759704
Aleurocanthus-spiniferus,326.3502197265625,8.9591064453125,1244.5311279296875,648.5101928710938,0.4086028933525085
Aleurocanthus-spiniferus,309.3850402832031,4.988861083984375,1260.672119140625,683.6636962890625,0.4186400771141052
Aleurocanthus-spiniferus,303.2007141113281,6.310150146484375,1269.5284423828125,708.1292724609375,0.5044562220573425
Aleurocanthus-spiniferus,310.58905029296875,14.221954345703123,1263.743896484375,718.874755859375,0.4757126569747925
Aleurocanthus-spiniferus,309.2210693359375,13.69012451171875,1257.9549560546875,720.0,0.5220063328742981
Aleurocanthus-spiniferus,291.3776550292969,20.82110595703125,1260.8525390625,720.0,0.3980885148048401
Aleurocanthus-spiniferus,319.81072998046875,28.07919311523437,1258.807861328125,720.0,0.5217953324317932
Aleurocanthus-spiniferus,312.3573608398437,25.1236572265625,1264.0927734375,720.0,0.5086295008659363
Aleurocanthus-spiniferus,321.2622985839844,32.0274658203125,1268.0047607421875,720.0,0.3508521616458893
Aleurocanthus-spiniferus,320.9227600097656,39.44137573242188,1266.661865234375,720.0,0.3660853803157806
Aleurocanthus-spiniferus,316.65625,39.226165771484375,1271.4307861328125,720.0,0.3541280031204223
Aleurocanthus-spiniferus,314.3099670410156,37.1361083984375,1269.4715576171875,720.0,0.3084747791290283
Aleurocanthus-spiniferus,315.62286376953125,37.8319091796875,1267.834228515625,720.0,0.4088197350502014
Aleurocanthus-spiniferus,322.9866638183594,34.616546630859375,1269.040283203125,664.4749755859375,0.371113121509552
Aleurocanthus-spiniferus,323.56396484375,39.53472900390625,1269.503662109375,720.0,0.3403297066688537
Aleurocanthus-spiniferus,314.8646240234375,39.269561767578125,1276.8375244140625,719.96533203125,0.3146572113037109
Aleurocanthus-spiniferus,314.2637023925781,41.0419921875,1272.614501953125,720.0,0.3125036954879761
Aleurocanthus-spiniferus,319.4346618652344,32.880340576171875,1280.0,670.0357666015625,0.3241141736507416
Aleurocanthus-spiniferus,323.7886657714844,38.31353759765625,1270.74365234375,720.0,0.4672954678535461
Aleurocanthus-spiniferus,332.77178955078125,38.223968505859375,1268.971435546875,720.0,0.4115959107875824
Aleurocanthus-spiniferus,340.4992370605469,32.793487548828125,1271.9796142578125,720.0,0.4003477692604065
Aleurocanthus-spiniferus,334.0488586425781,35.22564697265625,1270.63671875,720.0,0.4095185697078705
Aleurocanthus-spiniferus,322.8684997558594,20.97592163085937,1280.0,703.144287109375,0.4037484526634216
Aleurocanthus-spiniferus,320.9057312011719,24.069549560546875,1280.0,683.8553466796875,0.3625946044921875
Aleurocanthus-spiniferus,351.7392272949219,29.061920166015625,1268.0504150390625,711.6187744140625,0.3625854551792145
Aleurocanthus-spiniferus,340.0653991699219,17.1558837890625,1274.5572509765625,688.5380249023438,0.40153369307518
Aleurocanthus-spiniferus,346.53106689453125,28.22174072265625,1277.33984375,691.5718383789062,0.3819713294506073
Aleurocanthus-spiniferus,356.9165954589844,29.634307861328125,1268.2325439453125,675.6263427734375,0.3849012851715088
Aleurocanthus-spiniferus,367.4465637207031,31.108306884765625,1270.091796875,673.57958984375,0.4484567940235138
Aleurocanthus-spiniferus,356.5137634277344,28.81039428710937,1270.6455078125,677.7056884765625,0.4418169856071472
Aleurocanthus-spiniferus,361.5081787109375,25.46044921875,1266.4078369140625,678.5428466796875,0.539287269115448
Aleurocanthus-spiniferus,348.33013916015625,25.03765869140625,1270.9208984375,675.6875,0.4751596748828888
Aleurocanthus-spiniferus,345.500244140625,25.914337158203125,1268.841064453125,668.046875,0.4695733785629272
Aleurocanthus-spiniferus,361.8116760253906,28.3173828125,1267.1619873046875,665.0698852539062,0.4922055006027221
Aleurocanthus-spiniferus,340.7977294921875,26.82098388671875,1267.8778076171875,660.9944458007812,0.5907378196716309
Aleurocanthus-spiniferus,352.0226135253906,24.84701538085937,1265.971923828125,657.83203125,0.4492711424827575
Aleurocanthus-spiniferus,342.6333923339844,25.636962890625,1269.1153564453125,656.81591796875,0.4406368434429168
Aleurocanthus-spiniferus,347.3575134277344,24.837646484375,1266.4239501953125,654.747802734375,0.5066549777984619
Aleurocanthus-spiniferus,358.1897277832031,25.719512939453125,1267.2667236328125,659.0003662109375,0.5024771690368652
Aleurocanthus-spiniferus,340.6972961425781,25.661529541015625,1268.714599609375,654.26025390625,0.4597002863883972
Aleurocanthus-spiniferus,349.07440185546875,26.039764404296875,1266.60107421875,658.0875244140625,0.4479507505893707
Aleurocanthus-spiniferus,340.6968078613281,25.03695678710937,1268.13232421875,663.89599609375,0.4569594264030456
Aleurocanthus-spiniferus,350.2748718261719,25.776885986328125,1263.088623046875,658.9716796875,0.452709287405014
Aleurocanthus-spiniferus,339.064208984375,27.88671875,1268.786865234375,654.504150390625,0.516923725605011
Aleurocanthus-spiniferus,348.22186279296875,28.48150634765625,1262.76171875,655.0514526367188,0.3640367984771728
Aleurocanthus-spiniferus,344.9424743652344,24.840606689453125,1268.8043212890625,660.6661376953125,0.4262602925300598
Aleurocanthus-spiniferus,340.6257629394531,21.7169189453125,1270.738525390625,665.3392944335938,0.5128433108329773
Aleurocanthus-spiniferus,345.9965515136719,30.404083251953125,1269.25732421875,658.4034423828125,0.4528788626194
Aleurocanthus-spiniferus,350.24786376953125,29.299285888671875,1268.567138671875,661.0950927734375,0.4985092580318451
Aleurocanthus-spiniferus,348.6255187988281,27.238983154296875,1268.71826171875,662.1043701171875,0.4812617003917694
Aleurocanthus-spiniferus,346.9613037109375,23.83270263671875,1271.5955810546875,660.7579956054688,0.4192163348197937
Aleurocanthus-spiniferus,340.3632507324219,28.087677001953125,1268.9588623046875,664.81494140625,0.4659344851970672
Aleurocanthus-spiniferus,355.3114624023437,31.611297607421875,1264.474853515625,653.27392578125,0.5195236802101135
Aleurocanthus-spiniferus,342.1122741699219,28.87567138671875,1269.793212890625,664.9996948242188,0.5349505543708801
Aleurocanthus-spiniferus,349.78399658203125,25.548095703125,1269.669677734375,657.2499389648438,0.5737419128417969
Aleurocanthus-spiniferus,350.35028076171875,26.902740478515625,1269.84326171875,646.0301513671875,0.4447576105594635
Aleurocanthus-spiniferus,345.16424560546875,23.02935791015625,1271.25390625,653.0365600585938,0.5716663599014282
Aleurocanthus-spiniferus,346.3730163574219,24.459869384765625,1276.27099609375,647.05859375,0.4395551681518554
Aleurocanthus-spiniferus,336.3226928710937,24.862579345703125,1276.96435546875,621.5235595703125,0.3402992188930511
Aleurocanthus-spiniferus,333.4465026855469,27.58016967773437,1272.4053955078125,618.46728515625,0.5231338143348694
Aleurocanthus-spiniferus,332.3505249023437,24.528350830078125,1265.58447265625,628.5030517578125,0.5586904287338257
Aleurocanthus-spiniferus,329.62841796875,22.3958740234375,1266.97119140625,610.0516357421875,0.5152166485786438
Aleurocanthus-spiniferus,313.5059814453125,20.1722412109375,1270.35546875,612.802978515625,0.611656665802002
Aleurocanthus-spiniferus,324.5743408203125,23.837615966796875,1258.57373046875,590.9373779296875,0.6244209408760071
Aleurocanthus-spiniferus,322.5323791503906,20.232879638671875,1254.2884521484375,611.6103515625,0.5584633946418762
Aleurocanthus-spiniferus,330.6879272460937,20.22503662109375,1247.133056640625,606.8588256835938,0.6444507837295532
Aleurocanthus-spiniferus,320.6635437011719,21.86898803710937,1256.853759765625,616.3914794921875,0.4867311120033264
Aleurocanthus-spiniferus,333.2620544433594,17.8157958984375,1250.711181640625,623.2191772460938,0.4414862394332886
Aleurocanthus-spiniferus,336.03729248046875,17.009246826171875,1254.667724609375,640.51318359375,0.3736800849437713
wheat blossom midge,4.39263916015625,12.8692626953125,777.4371948242188,685.7664794921875,0.3020039796829223
wheat blossom midge,5.905181884765625,28.39697265625,662.7342529296875,720.0,0.5092036724090576
Tetradacus-c-Bactrocera-minax,262.2535400390625,254.814208984375,865.7410888671875,682.0048828125,0.3244714736938476
Cicadellidae,39.071197509765625,166.3113250732422,783.2156982421875,609.2691650390625,0.3857990503311157
Cicadellidae,8.085693359375,103.75958251953124,758.1902465820312,552.5764770507812,0.3655545711517334
Cicadellidae,3.3074951171875,92.06423950195312,752.357177734375,552.7576904296875,0.3428796827793121
Cicadellidae,184.295654296875,192.8264923095703,845.19384765625,634.2186889648438,0.376548022031784
Cicadellidae,188.99560546875,194.04269409179688,848.7962646484375,624.0284423828125,0.3439618647098541
Cicadellidae,189.51882934570312,196.8820343017578,845.416259765625,628.2625732421875,0.3649052679538727
Cicadellidae,187.74319458007807,199.7209625244141,849.150634765625,627.582275390625,0.3203978538513183
Cicadellidae,175.92263793945312,226.8919982910156,864.324951171875,690.6600341796875,0.3324119448661804
Cicadellidae,115.48764038085938,205.11248779296875,862.7728271484375,690.08935546875,0.3295160233974457
Cicadellidae,97.93728637695312,165.7937469482422,869.2860107421875,671.8974609375,0.3728068470954895
Cicadellidae,115.26031494140624,147.32330322265625,852.4238891601562,622.6607055664062,0.3360597789287567
Cicadellidae,108.39605712890624,123.28538513183594,849.0352172851562,609.2059326171875,0.3132591843605041
Cicadellidae,117.1982421875,115.71539306640624,831.08251953125,585.4721069335938,0.3175680339336395
Cicadellidae,109.43203735351562,79.27229309082031,815.35205078125,538.2468872070312,0.3081685304641723
Cicadellidae,103.43194580078124,82.19302368164062,805.1506958007812,555.4483642578125,0.3361118733882904
Cicadellidae,64.13766479492188,133.24874877929688,815.754638671875,648.5687255859375,0.367142915725708
Cicadellidae,57.29351806640625,160.2226104736328,807.0734252929688,655.598388671875,0.4500042200088501
Cicadellidae,51.91763305664063,162.59144592285156,797.6182861328125,644.4776611328125,0.3511643707752228
Cicadellidae,18.14715576171875,170.91647338867188,766.70703125,644.985595703125,0.3636078834533691
Cicadellidae,0.0,167.24598693847656,760.4025268554688,649.8541259765625,0.4595372080802917
Cicadellidae,7.132049560546875,170.2369842529297,745.24658203125,654.3684692382812,0.4033016562461853
Cicadellidae,6.698089599609375,168.6354217529297,756.139404296875,637.1661376953125,0.3770969212055206
Cicadellidae,17.73284912109375,176.92080688476562,769.14013671875,633.2681884765625,0.3484179079532623
Cicadellidae,0.0,173.5821075439453,688.722900390625,651.2600708007812,0.4908918142318725
Cicadellidae,0.0,177.29483032226562,693.3475341796875,646.27734375,0.3683211505413055
Cicadellidae,0.0,171.52037048339844,691.6695556640625,650.13818359375,0.3149045705795288
Cicadellidae,0.0,175.8350067138672,702.6057739257812,644.7528076171875,0.3314920961856842
Cicadellidae,20.420440673828125,171.61407470703125,752.2254638671875,627.9703979492188,0.314426988363266
Cicadellidae,20.74349975585937,167.38735961914062,753.3802490234375,642.551025390625,0.4653051197528839
Cicadellidae,20.82745361328125,167.71685791015625,756.920166015625,637.0376586914062,0.4421984553337097
Cicadellidae,19.334930419921875,165.7709197998047,757.9276123046875,640.61083984375,0.4711469113826751
Cicadellidae,20.766845703125,166.0231170654297,757.2142333984375,631.9154663085938,0.4654907584190368
Cicadellidae,19.86215209960937,166.438720703125,757.0565185546875,640.044189453125,0.4284731745719909
Cicadellidae,27.766021728515625,173.61354064941406,748.2779541015625,638.8427734375,0.3701254427433014
Cicadellidae,14.270111083984377,168.74566650390625,754.97802734375,642.5828247070312,0.420814573764801
Cicadellidae,14.220703125,161.05117797851562,758.1038818359375,642.6964111328125,0.4735755920410156
Cicadellidae,24.726287841796875,158.90467834472656,764.142822265625,641.5128173828125,0.4001738429069519
Cicadellidae,25.652496337890625,159.84640502929688,764.0892333984375,630.4595947265625,0.4370065629482269
Cicadellidae,36.5347900390625,167.38682556152344,753.211181640625,623.610595703125,0.4846438467502594
Cicadellidae,36.683990478515625,171.7507781982422,753.3446044921875,622.5477905273438,0.3854972124099731
Cicadellidae,38.490631103515625,168.3989715576172,752.6014404296875,626.5560913085938,0.4272914826869964
Cicadellidae,26.90634155273437,161.66387939453125,766.8702392578125,635.294189453125,0.3748303353786468
Cicadellidae,33.622955322265625,168.69119262695312,759.853271484375,629.23193359375,0.41985023021698
Cicadellidae,30.4683837890625,158.31451416015625,768.7559204101562,642.5531616210938,0.4213542342185974
Cicadellidae,33.80169677734375,172.21475219726562,751.8811645507812,635.407470703125,0.3571214079856872
Cicadellidae,26.613525390625,169.21803283691406,763.8245849609375,637.4456787109375,0.4143653512001037
Cicadellidae,31.31683349609375,176.85659790039062,761.2335815429688,633.0919189453125,0.4238682985305786
Cicadellidae,33.04217529296875,177.66604614257812,761.2355346679688,631.541748046875,0.4512866139411926
Cicadellidae,27.913818359375,177.11109924316406,765.115234375,636.5546264648438,0.3430491089820862
Cicadellidae,33.127471923828125,173.03431701660156,763.536376953125,630.3441162109375,0.3520128428936004
Cicadellidae,36.06930541992188,173.6708526611328,766.6829833984375,620.6792602539062,0.3302511274814605
Cicadellidae,44.64450073242188,169.24594116210938,772.7003173828125,633.268310546875,0.4111751914024353
Cicadellidae,41.51168823242188,165.58370971679688,788.9259033203125,639.82080078125,0.3101487159729004
Cicadellidae,28.05377197265625,168.9965057373047,760.3261108398438,638.6549682617188,0.3204771280288696
Cicadellidae,28.228179931640625,166.4320068359375,752.984130859375,626.8262329101562,0.3104324340820312
Cicadellidae,28.53451538085937,170.66650390625,745.2825927734375,628.1638793945312,0.3886026740074157
Cicadellidae,28.516754150390625,164.84971618652344,753.81201171875,619.9324951171875,0.383398562669754
Cicadellidae,30.48748779296875,164.5050048828125,742.9384155273438,617.6966552734375,0.4101778566837311
Cicadellidae,28.100372314453125,165.7188262939453,748.2525634765625,623.8564453125,0.4538059532642364
Cicadellidae,29.8453369140625,165.58091735839844,745.8369750976562,631.6318359375,0.4609073400497436
Cicadellidae,29.222625732421875,168.30715942382812,748.52685546875,627.6456298828125,0.4655809104442596
Cicadellidae,34.491363525390625,163.3388671875,744.300048828125,614.361572265625,0.4243182837963104
Cicadellidae,34.397125244140625,163.8177032470703,743.5185546875,617.9484252929688,0.4387880861759186
Cicadellidae,33.79864501953125,164.28286743164062,745.2487182617188,629.0382080078125,0.4271295368671417
Cicadellidae,25.364013671875,163.60740661621094,759.2841186523438,631.0436401367188,0.469193547964096
Cicadellidae,17.511993408203125,164.51168823242188,756.7431640625,637.805908203125,0.4562824964523315
Cicadellidae,16.040924072265625,162.40528869628906,757.4698486328125,634.218017578125,0.5219736695289612
Cicadellidae,31.11383056640625,167.93252563476562,744.55224609375,631.6141357421875,0.4420008659362793
Cicadellidae,17.4383544921875,163.8566436767578,755.0921630859375,630.9675903320312,0.4709698557853699
Cicadellidae,31.632080078125,165.49179077148438,742.6424560546875,629.6136474609375,0.4737605452537536
Cicadellidae,19.60418701171875,162.2481231689453,758.8837280273438,628.4381103515625,0.4808799624443054
Cicadellidae,20.03671264648437,162.76377868652344,759.8531494140625,627.16357421875,0.404411107301712
Cicadellidae,22.700897216796875,165.17320251464844,757.2161865234375,621.9742431640625,0.449102520942688
Cicadellidae,22.700897216796875,165.17320251464844,757.2161865234375,621.9742431640625,0.449102520942688
Cicadellidae,20.054840087890625,164.87132263183594,757.2889404296875,627.3021850585938,0.4669361412525177
Cicadellidae,16.771148681640625,162.9397735595703,755.6641845703125,635.5512084960938,0.4664924144744873
Cicadellidae,16.17425537109375,164.6636505126953,754.3914794921875,639.1947631835938,0.528168797492981
Cicadellidae,27.77865600585937,171.4278106689453,741.528564453125,637.57568359375,0.479724109172821
Cicadellidae,10.963836669921877,167.64346313476562,754.7567138671875,643.5888671875,0.4913634359836578
Cicadellidae,11.354736328125,167.4330596923828,757.4696044921875,638.7338256835938,0.5170233249664307
Cicadellidae,16.4732666015625,167.59701538085938,754.8499145507812,638.4324951171875,0.5103352069854736
Cicadellidae,15.77655029296875,166.7069549560547,751.6882934570312,646.078125,0.4868013262748718
Cicadellidae,12.708404541015623,171.67013549804688,748.2529296875,647.56005859375,0.4976856708526611
Cicadellidae,11.215087890625,171.5116424560547,750.403076171875,643.0394897460938,0.6029945015907288
Cicadellidae,12.0902099609375,172.20184326171875,753.8563842773438,645.2620239257812,0.52326500415802
Cicadellidae,16.637603759765625,170.7157745361328,751.4742431640625,647.4711303710938,0.487637311220169
Cicadellidae,15.330169677734377,172.45309448242188,751.92626953125,643.2398681640625,0.409385085105896
Cicadellidae,22.1199951171875,173.867431640625,749.4323120117188,637.3021850585938,0.4525622427463531
Cicadellidae,20.9083251953125,172.46788024902344,748.2959594726562,640.6572875976562,0.4727343916893005
Cicadellidae,18.49560546875,172.12338256835938,749.3688354492188,638.5643310546875,0.5223907232284546
Cicadellidae,12.158966064453123,172.98187255859375,750.85546875,646.6340942382812,0.4643336534500122
Cicadellidae,14.63177490234375,172.3515625,748.1243896484375,656.2512817382812,0.4854086935520172
Cicadellidae,14.63177490234375,172.3515625,748.1243896484375,656.2512817382812,0.4854086935520172
Cicadellidae,13.327362060546877,170.13734436035156,754.7783203125,645.2452392578125,0.4617843627929687
Cicadellidae,14.843780517578123,167.5526123046875,752.5408935546875,644.8112182617188,0.4490725398063659
Cicadellidae,15.02838134765625,168.25567626953125,756.5903930664062,644.2013549804688,0.4289517700672149
Cicadellidae,17.559326171875,168.92092895507812,757.2152709960938,639.0406494140625,0.4504810273647308
Cicadellidae,28.76791381835937,171.8672637939453,744.37841796875,631.6533813476562,0.3879928290843963
Cicadellidae,11.31890869140625,166.4190673828125,754.1478271484375,642.6390380859375,0.5065876841545105
Cicadellidae,25.4271240234375,173.96900939941406,745.8469848632812,644.9583129882812,0.4707427620887756
Cicadellidae,14.71527099609375,171.05809020996094,746.4838256835938,652.0874633789062,0.4402278065681457
Cicadellidae,30.14599609375,174.184814453125,743.5435791015625,640.0604858398438,0.4532623291015625
Cicadellidae,20.919219970703125,171.9698486328125,748.8992919921875,639.5156860351562,0.4282928109169006
Cicadellidae,16.428741455078125,169.635009765625,752.2679443359375,633.4813232421875,0.5096210837364197
Cicadellidae,29.321044921875,168.08740234375,741.4469604492188,632.1575927734375,0.527554452419281
Cicadellidae,27.547760009765625,170.88778686523438,743.1318359375,631.7672119140625,0.4546186327934265
